Município;Cargo;Número;Nome do Candidato;Nome para Urna;Votos Computados;% Votos Computados;Destinação de Votos;Situação da Totalização;Partido;Partido/Coligação
"CRATEÚS";"Vereador            ";"40444";"TAYNA BESERRA LOPES";"TAYNA LOPES";18;0,04;"Válido";"Suplente";"PSB";"PSB"
"CRATEÚS";"Vereador            ";"12888";"FRANCISCA ANTONIA ALVES DA SILVA";"SAMARA ALVES";17;0,04;"Válido";"Suplente";"PDT";"PDT"
"CRATEÚS";"Vereador            ";"55190";"EDILENE ALVES DE OLIVEIRA MARQUES";"EDILENE MARQUES";16;0,04;"Válido";"Suplente";"PSD";"PSD"
"CRATEÚS";"Vereador            ";"65653";"VALNEDIA NASCIMENTO DA SILVA";"TECA DO TOTOLEC";13;0,03;"Válido";"Suplente";"PC do B";"PC do B"
"CRATEÚS";"Vereador            ";"70000";"JOSÉ MILTON AURELIANO DA SILVA";"ZÉ MILTON MASSAGISTA";12;0,03;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATEÚS";"Vereador            ";"55222";"MARIA ELIZABETE DE SOUSA SILVA";"BETINHA SOUSA";12;0,03;"Válido";"Suplente";"PSD";"PSD"
"CRATEÚS";"Vereador            ";"22999";"ROSA MARIA DE LIMA RIBEIRO";"ROSA";11;0,03;"Válido";"Suplente";"PL";"PL"
"CRATEÚS";"Vereador            ";"12444";"MARCELIO MARTINS FREIRE";"MARCELIO MARTINS";11;0,03;"Válido";"Suplente";"PDT";"PDT"
"CRATEÚS";"Vereador            ";"77175";"ANTONIA JOSELANE LEITE BARBOSA";"LANE BARBOSA";11;0,03;"Válido";"Suplente";"SOLIDARIEDADE";"SOLIDARIEDADE"
"CRATEÚS";"Vereador            ";"12666";"ERIKA SABRINA DA SILVA COSTA";"ERIKA SABRINA";10;0,02;"Válido";"Suplente";"PDT";"PDT"
"CRATEÚS";"Vereador            ";"10777";"RAIMUNDO NONATO DE SOUSA";"RAIMUNDO NONATO";8;0,02;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"CRATEÚS";"Vereador            ";"77567";"GIOVANNA CAVALCANTE DE SOUZA";"GIOVANNA CAVALCANTE";8;0,02;"Válido";"Suplente";"SOLIDARIEDADE";"SOLIDARIEDADE"
"CRATEÚS";"Vereador            ";"12456";"GABRIELA BARBOSA DO VALE";"GABRIELA DO VALE";7;0,02;"Válido";"Suplente";"PDT";"PDT"
"CRATEÚS";"Vereador            ";"43222";"MARIA DE JESUS GOMES DE SOUSA";"DIJÉ";6;0,01;"Válido";"Não eleito";"PV";"PV"
"CRATEÚS";"Vereador            ";"43333";"FREDERICO BARBOSA RODRIGUES";"DR. FRED";6;0,01;"Válido";"Não eleito";"PV";"PV"
"CRATEÚS";"Vereador            ";"55090";"SOCORRO SIMONICA PEIXOTO GOMES ARAUJO";"SIMONICA PEIXOTO";5;0,01;"Válido";"Suplente";"PSD";"PSD"
"CRATEÚS";"Vereador            ";"10456";"MARIA MARCILENE MARTINS LIMA";"MARCILENE MARTINS";4;0,01;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"CRATEÚS";"Vereador            ";"43999";"FLAVIANA PEREIRA DE OLIVEIRA";"FLAVIANA PEREIRA";3;0,01;"Válido";"Não eleito";"PV";"PV"
"CRATEÚS";"Vereador            ";"12123";"SAMILLA MARIA LIMA MENDES";"SAMILLA LIMA";2;0,00;"Válido";"Suplente";"PDT";"PDT"
"CRATEÚS";"Vereador            ";"10123";"VILMA ALVES RODRIGUES";"VILMA BALE";1;0,00;"Anulado";"Não eleito";"REPUBLICANOS";"REPUBLICANOS"
"CRATEÚS";"Vereador            ";"10111";"VALDECY RODRIGUES FEITOSA";"VALDECY RODRIGUES";0;0,00;"Válido";"Suplente";"REPUBLICANOS";"REPUBLICANOS"
"CRATO";"Prefeito            ";"13";"JOSÉ AILTON DE SOUSA BRASIL";"ZÉ AILTON BRASIL";30.898;47,81;"Válido";"Eleito";"PT";"PDT / MDB / PRTB / PP / PSB / PMN / PC do B / PT / AVANTE / CIDADANIA"
"CRATO";"Vice-Prefeito       ";"13";"ANDRÉ BARRETO ESMERALDO";"ANDRÉ BARRETO"; ; ;" ";"Eleito";"PT";"PDT / MDB / PRTB / PP / PSB / PMN / PC do B / PT / AVANTE / CIDADANIA"
"CRATO";"Prefeito            ";"90";"ALOISIO ANTONIO GOMES DE MATOS BRASIL";"DOUTOR ALOISIO";17.213;26,63;"Válido";"Não eleito";"PROS";"DEM / PSDB / PROS / PODE / PSC"
"CRATO";"Vice-Prefeito       ";"90";"ALINE VITURIANO MARTINS";"ALINE MARTINS"; ; ;" ";"Não eleito";"PROS";"DEM / PSDB / PROS / PODE / PSC"
"CRATO";"Prefeito            ";"17";"JOSÉ ARTHUR XENOFONTE GOMES DE MATTOS";"ARTHUR DE ZÉ ADEGA";9.559;14,79;"Válido";"Não eleito";"PSL";"PSL / PTC"
"CRATO";"Vice-Prefeito       ";"17";"ROBERTO PEREIRA ANASTÁCIO";"BEBETO ANASTÁCIO"; ; ;" ";"Não eleito";"PTC";"PSL / PTC"
"CRATO";"Prefeito            ";"50";"ZULEIDE FERNANDES DE QUEIROZ";"PROFESSORA ZULEIDE QUEIROZ";6.956;10,76;"Válido";"Não eleito";"PSOL";"PSOL"
"CRATO";"Vice-Prefeito       ";"50";"JUCIEL DE ARAÚJO LIMA";"PROFESSOR JUCIEL LIMA"; ; ;" ";"Não eleito";"PSOL";"PSOL"
"CRATO";"Vereador            ";"40123";"JOSÉ MORAES BRITO";"DR. DUDÉ MORAES";2.082;3,04;"Válido";"Eleito por QP";"PSB";"PSB"
"CRATO";"Vereador            ";"90444";"FRANCISCO HEBERT PEREIRA BEZERRA";"NANDO BEZERRA";1.697;2,48;"Válido";"Eleito por QP";"PROS";"PROS"
"CRATO";"Vereador            ";"40333";"ALLEKSON RAMON SARAIVA CAVALCANTE";"ALEX SARAIVA";1.632;2,38;"Válido";"Eleito por QP";"PSB";"PSB"
"CRATO";"Vereador            ";"28999";"FLORISVAL SOBREIRA CORIOLANO";"FLORISVAL CORIOLANO";1.499;2,19;"Válido";"Eleito por QP";"PRTB";"PRTB"
"CRATO";"Vereador            ";"40456";"LUCAS GONÇALVES BRASIL";"LUCAS BRASIL";1.472;2,15;"Válido";"Eleito por média";"PSB";"PSB"
"CRATO";"Vereador            ";"13222";"PEDRO NETO LOBO SOARES";"PEDRO LOBO";1.442;2,10;"Válido";"Eleito por QP";"PT";"PT"
"CRATO";"Vereador            ";"40777";"FRANCISCO THIAGO GOMES DE OLIVEIRA";"THIAGO GOMES";1.402;2,05;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"11111";"THIAGO ARAGÃO ESMERALDO";"THIAGO ESMERALDO";1.368;2,00;"Válido";"Eleito por QP";"PP";"PP"
"CRATO";"Vereador            ";"12222";"ÉRICO MATHEUS BRITO DUARTE";"MATHEUS LEITE";1.297;1,89;"Válido";"Eleito por QP";"PDT";"PDT"
"CRATO";"Vereador            ";"12777";"LUIS CARLOS DUARTE SOBREIRA SARAIVA";"LUIS CARLOS";1.283;1,87;"Válido";"Eleito por QP";"PDT";"PDT"
"CRATO";"Vereador            ";"50180";"ANA VERÔNICA BARBOSA ISIDORIO";"VERÔNICA ISIDÓRIO - SEMENTES";1.257;1,83;"Válido";"Não eleito";"PSOL";"PSOL"
"CRATO";"Vereador            ";"12000";"ANTÔNIO ADIL AMORIM SAMPAIO";"ADIL";1.134;1,65;"Válido";"Eleito por média";"PDT";"PDT"
"CRATO";"Vereador            ";"90000";"GABRIEL BATISTA DE FIGUEIREDO";"GABRIEL FIGUEIREDO";1.063;1,55;"Válido";"Eleito por média";"PROS";"PROS"
"CRATO";"Vereador            ";"13111";"TANCREDO RIBEIRO DA SILVA";"TANCREDO";1.032;1,51;"Válido";"Eleito por QP";"PT";"PT"
"CRATO";"Vereador            ";"11456";"JOSÉ NILTON BRASIL";"FERNANDO BRASIL";936;1,37;"Válido";"Eleito por média";"PP";"PP"
"CRATO";"Vereador            ";"33000";"FRANCISCO FÁBIO ALENCAR REIS JUNIOR";"JUNIOR DA CACHOEIRA";910;1,33;"Válido";"Eleito por QP";"PMN";"PMN"
"CRATO";"Vereador            ";"33120";"MARIÂNGELA AUTO GOMES DE OLIVEIRA";"MARIÂNGELA BANDEIRA";899;1,31;"Válido";"Eleito por média";"PMN";"PMN"
"CRATO";"Vereador            ";"33123";"HUMBERTO TELES CIDADE";"HUMBERTO TELES";861;1,26;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"15555";"ANTONIO MARCOS JANUARIO DE SOUZA";"MARQUIM DO POVÃO";822;1,20;"Válido";"Eleito por QP";"MDB";"MDB"
"CRATO";"Vereador            ";"90607";"DÁRCIO LUIZ DE SOUSA";"DÁRCIO LUIZ";783;1,14;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"15123";"MARCONDE LEITE NASCIMENTO";"MARCONDE DA VILA";775;1,13;"Válido";"Eleito por QP";"MDB";"MDB"
"CRATO";"Vereador            ";"13456";"MARIA DE LOURDES PINHEIRO TELES";"PROFESSORA LOURDES DE CARLIM";772;1,13;"Válido";"Eleito por média";"PT";"PT"
"CRATO";"Vereador            ";"12789";"TICIANA FERREIRA CANDIDO FRANÇA";"TICIANA DE GUER";766;1,12;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"15222";"CELSO OLIVEIRA RODRIGUES";"CELSO DOS FRANGOS";763;1,11;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"90555";"JALES DUARTE VELLOSO";"JALES VELLOSO";713;1,04;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"40000";"CÍCERO FELIPE DA SILVA CORREIA";"FELIPE CORREIA";705;1,03;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"40111";"ROBÉRIO ALVES NOGUEIRA";"PROF. ROBÉRIO (BERÃO)";699;1,02;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"15115";"CLAUDIANO CARNEIRO DE MOURA";"CARNEIRINHO DE JOAO CARNEIRO";695;1,01;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"33369";"ANTONIO APOLINÁRIO NETO";"APOLINÁRIO";673;0,98;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"11000";"JOSÉ MUNIZ DE ALENCAR";"JOSÉ MUNIZ";659;0,96;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"17123";"RAIMUNDO NONATO SEVERINO DA SILVA";"NONATO";646;0,94;"Válido";"Eleito por média";"PSL";"PSL"
"CRATO";"Vereador            ";"70777";"ANTONIO CLAUDIO CHAVES DE SOUZA";"IRMÃO CLAUDIO";621;0,91;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"70700";"FRANCISCO GILSON ALVES LIMA";"PROFESSOR GILSON";616;0,90;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"13123";"CELIANE DAVID BISPO";"CELIANE DO SINDICATO";597;0,87;"Anulado";"Não eleito";"PT";"PT"
"CRATO";"Vereador            ";"36123";"SEBASTIÃO DE OLIVEIRA SILVA FILHO";"IRMÃO JUNIOR";595;0,87;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"11345";"FLÁVIO HENRIQUE BANTIM";"CAJUÍ";589;0,86;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"28020";"JOSE WILSON DA SILVA GOMES";"WILSON DO ROSTO";579;0,84;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"13246";"FRANCISCO XENOFONTE MORAIS";"ANTONIO DE MANO";576;0,84;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"40555";"FRANCISCO IVAN TAVARES DE OLIVEIRA";"IVAN TAVARES";567;0,83;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"12123";"MILENA CORDEIRO BORBA";"MILENA DAS JUNTAS";553;0,81;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"33333";"VICENCIA LEANDRO PINHEIRO";"VICÊNCIA";538;0,79;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"15111";"JOSE PEDRO DA SILVA";"GALEGO DA BATATEIRA";537;0,78;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"13131";"RAIMUNDO AMADEU DE FREITAS";"AMADEU DE FREITAS";535;0,78;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"15678";"PAULO HENRIQUE TELES";"PAULO DO BAIXIO";534;0,78;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"65666";"PAULA NEUMA DOS SANTOS SOUZA";"PAULINHA DE PEDRO ALAGOANO";508;0,74;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"15999";"MARINA NOROES MENEZES DINIZ";"MARINA DINIZ";508;0,74;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"13300";"MARIA TEREZA ALENCAR";"TEREZA DA EDUCAÇÃO";500;0,73;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"65656";"SAMUEL DUARTE SIEBRA";"PROF. SAMUEL";485;0,71;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"12888";"RAQUEL ALVES DA SILVA";"RAQUEL ALVES";479;0,70;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"12333";"MAURICIO ALMEIDA FILHO";"DR MAURICINHO";474;0,69;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"28000";"DAMIÃO PRAXEDES DOS SANTOS";"DAMIÃO PRAXEDES";472;0,69;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"90123";"JOSE ERASMO GOMES DE MORAIS";"ERASMO MORAIS";443;0,65;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"13999";"JOSÉ BERTULINO DA SILVA";"NEGUIM DO PINTO MADEIRA";438;0,64;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"13333";"ANTONIO MAIRAM DA SILVA";"MAIRAN DO MM";425;0,62;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"12345";"FRANCISCO DE MATOS JUNIOR";"JUNIOR MATOS";419;0,61;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"33033";"LUIZ CARLOS DE SOUSA FURTADO";"FURTADO";417;0,61;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"13013";"ANTONIO JACKSON RODRIGUES DO NASCIMENTO";"JACKSON ARRAIS";408;0,60;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"40765";"CÍCERO ALISON SANTOS FREITAS";"ALISON DAS VELAS";380;0,55;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"28600";"HENRILLE DA SILVA SOUSA";"HENRILLE PINGUIM";360;0,53;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"13000";"ANDRÉ LACERDA BARROS FILHO";"ANDRÉ LACERDA";346;0,50;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"15600";"FRANCISCO FABLICIO GONÇALVES DA SILVA";"FABLICIO GONÇALVES";344;0,50;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"36456";"EDMILSON FERREIRA LIMA";"DÊGA";324;0,47;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"17456";"ANTONIA CLEA CAMPOS PIRES";"TIA CLEA";312;0,46;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"15190";"ANTONIO MARCELO ALVES BEZERRA SILVA";"MARCELO CIVIL";294;0,43;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"12111";"EDSON FIDELES DA SILVA";"EDIM CRATO";293;0,43;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"11234";"ANTONIA DE SOUSA AGUIAR";"ANTONIA AGUIAR";292;0,43;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"36444";"JOSÉ GENIVALDO DE CARVALHO";"GENIVALDO DE CARVALHO";288;0,42;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"40222";"OLDACK CEZAR ROCHA SUCUPIRA";"DR. OLDACK CÉSAR";285;0,42;"Anulado sub judice";"Não eleito";"PSB";"PSB"
"CRATO";"Vereador            ";"33555";"JEOVÁ CORREIA DE MENESES";"JEOVÁ CORREIA";284;0,41;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"13555";"ROSA GISLANDIA LAURINDO DOS SANTOS";"GISLANDIA GONÇALVES";277;0,40;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"15151";"JULIO CESAR DOS SANTOS ALVES";"JULIO CESAR";276;0,40;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"40444";"MARIA LÚCIA SARAIVA DE LIMA";"LÔRA DO PANTANAL";273;0,40;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"17999";"IVANDI OSCAR DE OLIVEIRA";"GALEGO DA SUCATA";266;0,39;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"17369";"RONALD NASCIMENTO ALENCAR";"BALÃO DO POVO";258;0,38;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"12234";"MARCELO UCHOA MATOS";"DR. MARCELO MATOS";251;0,37;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"17777";"JOAO PAULO DE OLIVEIRA";"JOÃO PAULO";248;0,36;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"70200";"RICARDO LUIZ DO NASCIMENTO";"RICARDO DO L.R. TURISMO";247;0,36;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"33321";"FRANCISCA SILVA SANTOS";"NENEM DA VILA SÃO BENTO";244;0,36;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"11222";"MARCOS CRYSTIAN PEREIRA BRASIL";"MARCOS CRYSTIAN BRASIL";243;0,35;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"28556";"AFONSO EUFRÁSIO DO NASCIMENTO";"AFONSO DA BATATEIRA";239;0,35;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"90111";"MARCELO PIANCÓ NETO";"MARCELO PIANCÓ";239;0,35;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"33456";"RAIMUNDO NONATO CALDAS";"RAIMUNDO NONATO";237;0,35;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"11130";"JOSÉ RUBENS DA SILVA";"CABELUDO";228;0,33;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"12010";"RENNAN ALVES DE SOUSA SOARES";"RENNAN PAIZIM";226;0,33;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"40999";"RAIMUNDO ELISIO DE OLIVEIRA";"BICO DE PÃO";224;0,33;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"15432";"JOSE DE SOUZA REGO";"ZEZINHO";208;0,30;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"28888";"MARCOS MILANO OLIVEIRA DE MORAES";"MILANO";195;0,28;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"15666";"FRANCISCO MARCELO ALVES SANTANA";"MARCELO DE BAHIA";192;0,28;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"13777";"MARIA CLAUDIA ALVES DE OLIVEIRA";"CLAUDIA ALVES";187;0,27;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"50123";"EXPEDITO GUEDES DA SILVA";"EXPEDITO GUEDES";185;0,27;"Válido";"Não eleito";"PSOL";"PSOL"
"CRATO";"Vereador            ";"33500";"RAIMUNDO BEZERRA NETO";"IRMÃO NETO";182;0,27;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"11999";"ADRIANA DE SOUZA MENEZES";"ADRIANA DE VACA MAGA";179;0,26;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"15000";"JUVENCIO JOSE DA SILVA";"JUVENCIO DO POVO";178;0,26;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"36666";"JOSE RIBAMAR BARBOSA BIER";"RIBINHA DA BATATEIRA";174;0,25;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"17222";"LUIZ CARLOS DANTAS DA SILVA";"LUIZ PE DE MULAMBO";171;0,25;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"11444";"RAFAEL AQUINO VIANA DA SILVA";"TIO RAFA VIANA";171;0,25;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"13444";"CICERA EDNA PEREIRA TELES";"CICERA EDNA";162;0,24;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"28998";"MIQUEIAS SILVA IZIDORO";"MIQUEIAS CABELEIREIRO";162;0,24;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"17555";"ERIBERTO LOURENCO DE FREITAS";"ERIM DO POVO";160;0,23;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"36321";"JAIR DE SOUSA URSULINO";"JAIR DO UBER";155;0,23;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"36345";"FRANCISCO GEORGE FELIPE";"GEORGE IZIDÓRIO";150;0,22;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"12666";"ANA CARINA NOROES BOTELHO";"CARINA NORÕES";146;0,21;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"36556";"CARLOS EDUARDO PEREIRA DOS SANTOS";"EDUARDO";145;0,21;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"17333";"ANGELICA DE SOUSA LEITE";"PROFESSORA ANGELICA LEITE";135;0,20;"Válido";"Suplente";"PSL";"PSL"
"CRATO";"Vereador            ";"15888";"EDINALDO FREITAS TELES";"EDINALDO FREITAS";132;0,19;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"36888";"FRANCISCA FÁBIA MARIANO DE LIMA";"FÁBIA DE DONA MARGARIDA";127;0,19;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"36789";"MARIA LUZINETE AGOSTINHO DOS SANTOS";"CINETE DO PIQUIZEIRO";126;0,18;"Anulado";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"28222";"GILVAM PEREIRA DA SILVA";"NEGUIM MADEREIRO";123;0,18;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"13133";"FRANCISCO LUCIO DE SOUZA";"LÚCIO SOUZA";122;0,18;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"33999";"ALMIR CANDIDO DA SILVA";"ALMIR DO GÁS";120;0,18;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"36533";"MARIA ISABEL DE SOUSA BEZERRA";"ISABEL DO ALTO DA PENHA";120;0,18;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"90222";"SILVIO CARDOSO VIEIRA";"SILVIO CARDOSO";118;0,17;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"15220";"ANDRE PEREIRA DE SOUSA";"ANDRE CRATO";118;0,17;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"33222";"NIVALDO PAULO DOS SANTOS";"NIVALDO SANTOS";115;0,17;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"28555";"MIGUEL CUSTODIO NETO";"MIGUEL NETO";109;0,16;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"12200";"VITORIA REGIA SILVA COELHO";"VITORIA REGIA";105;0,15;"Válido";"Suplente";"PDT";"PDT"
"CRATO";"Vereador            ";"33133";"ROSANGELA APARECIDA LUZIA DE OLIVEIRA";"ROSE";100;0,15;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"15511";"TERESA CRISTINA RIBEIRO BACURAU";"TERESA CRISTINA";96;0,14;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"28188";"JOSÉ AIRTON DE SOUSA COSTA";"PRETO DA VILA TORTA";95;0,14;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"28444";"FABIOLA JACINTA ANDRADE GONZAGA";"FABIOLA DA RUA DA VALA";93;0,14;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"70000";"STENIO WILLIAM WOLPERT";"WILLIAM WOLPERT";92;0,13;"Válido";"Não eleito";"AVANTE";"AVANTE"
"CRATO";"Vereador            ";"36963";"ADRIANA DE OLIVEIRA";"ADRIANA DA VILA ALTA";92;0,13;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"13113";"JOSÉ NEWTON GAMA";"GAMA";91;0,13;"Válido";"Suplente";"PT";"PT"
"CRATO";"Vereador            ";"36147";"LAÉCIO RIBEIRO DA SILVA";"LAÉCIO PELA VIDA";91;0,13;"Válido";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"36153";"ACLÉCIO RODRIGUES MONTEIRO";"GCM PR ACLÉCIO RODRIGUES";90; ;"Nulo técnico";"Não eleito";"PTC";"PTC"
"CRATO";"Vereador            ";"90777";"FRANCISCA CEARLY AMERICO DE LIMA";"CEARLY AMERICO";90;0,13;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"90121";"LUCIELDO MOREIRA DE OLIVEIRA";"LUCIELDO DO FACE";89;0,13;"Válido";"Suplente";"PROS";"PROS"
"CRATO";"Vereador            ";"65925";"MARIA SIMONE SILVA DOS SANTOS";"SIMONE SANTOS";88;0,13;"Válido";"Não eleito";"PC do B";"PC do B"
"CRATO";"Vereador            ";"15777";"ANDRE LUIZ FERNANDES SOUSA";"ANDRE DA SORVETERIA";86;0,13;"Válido";"Suplente";"MDB";"MDB"
"CRATO";"Vereador            ";"40400";"DAMIÃO SILVA DOS SANTOS";"DAMIÃO ANICETE";84;0,12;"Válido";"Suplente";"PSB";"PSB"
"CRATO";"Vereador            ";"28400";"GENIVAL SOARES DE BRITO";"GENIVAL DA PORTUGUESA";83;0,12;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"33777";"EDUARDO JUNIOR DO NASCIMENTO";"EDUARDO JUNIOR";83;0,12;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"33444";"ZERIVALDO MONTEIRO NUNES";"VALTIM DA BATATEIRA";82;0,12;"Válido";"Suplente";"PMN";"PMN"
"CRATO";"Vereador            ";"11112";"RIVALDO FERREIRA DE LIMA JÚNIOR";"RIVALDO JÚNIOR";81;0,12;"Válido";"Suplente";"PP";"PP"
"CRATO";"Vereador            ";"28123";"FRANCISCA ELZA DE OLIVEIRA";"ELZA OLIVEIRA";78;0,11;"Válido";"Suplente";"PRTB";"PRTB"
"CRATO";"Vereador            ";"36454";"JOSÉ ERNANDE BEZERRA DA SILVA TELES";"ZÉ ERNANDE";75;0,11;"Anulado sub judice";"Não eleito";"PTC";"PTC"
