Município;Cargo;Número;Nome do Candidato;Nome para Urna;Votos Computados;% Votos Computados;Destinação de Votos;Situação da Totalização;Partido;Partido/Coligação
"ACARAÚ";"Vereador            ";"12234";"MARIA DE FATIMA ARAUJO SOUSA";"FATIMA ARAUJO";143;0,40;"Válido";"Suplente";"PDT";"PDT"
"ACARAÚ";"Vereador            ";"13030";"JOSE RAIMUNDO DE OLIVEIRA";"ZE ABEL";104;0,29;"Válido";"Suplente";"PT";"PT"
"ACARAÚ";"Vereador            ";"13112";"FRANCISCO FERNANDO FREITAS ARAUJO";"FERNANDO FREITAS";102;0,28;"Válido";"Suplente";"PT";"PT"
"ACARAÚ";"Vereador            ";"13130";"CESAR AUGUSTO MELLO";"CESAR MELLO";101;0,28;"Válido";"Suplente";"PT";"PT"
"ACARAÚ";"Vereador            ";"12321";"JOSE HENRIQUE DA PAZ LOPES";"HENRIQUE PAZ";82;0,23;"Válido";"Suplente";"PDT";"PDT"
"ACARAÚ";"Vereador            ";"12124";"ESDRAS FONTELIS DA COSTA";"ESDRAS FONTELIS";76;0,21;"Válido";"Suplente";"PDT";"PDT"
"ACARAÚ";"Vereador            ";"12574";"MARIA LUCIMAR BRANDAO";"LUCIA CERA";71;0,20;"Válido";"Suplente";"PDT";"PDT"
"ACARAÚ";"Vereador            ";"25222";"JOÃO MAYSON MOURA GUILHERME";"MAYSON MOURA";54;0,15;"Válido";"Suplente";"DEM";"DEM"
"ACARAÚ";"Vereador            ";"13012";"JOSE LEONARDO BISPO NASCIMENTO";"LEONARDO DO ACARAU";51;0,14;"Válido";"Suplente";"PT";"PT"
"ACARAÚ";"Vereador            ";"12577";"MARIA DE JESUS SILVA DOS SANTOS";"ZUZU";48;0,13;"Válido";"Suplente";"PDT";"PDT"
"ACARAÚ";"Vereador            ";"13020";"JOSE ADENIR MUNIZ";"ADENIR MUNIZ";47;0,13;"Válido";"Suplente";"PT";"PT"
"ACARAÚ";"Vereador            ";"12012";"KARINE MARIA MACHADO PASSOS";"KARINE PASSOS";41;0,11;"Válido";"Suplente";"PDT";"PDT"
"ACARAÚ";"Vereador            ";"13031";"RENATA MARIA DA COSTA SANTOS";"RENATA CAPUI";38;0,11;"Válido";"Suplente";"PT";"PT"
"ACARAÚ";"Vereador            ";"40144";"DAMIÃO MEDEIROS BARBOSA";"DAMIÃO MEDEIROS";34;0,09;"Válido";"Suplente";"PSB";"PSB"
"ACARAÚ";"Vereador            ";"25999";"FRANCISCA MARA DE OLIVEIRA";"MARA HAIR";33;0,09;"Válido";"Suplente";"DEM";"DEM"
"ACARAÚ";"Vereador            ";"40321";"FRANCISCO CAVALCANTE SOUZA";"PARDAL";28;0,08;"Válido";"Suplente";"PSB";"PSB"
"ACARAÚ";"Vereador            ";"12222";"PEDRO JORGE OLIVEIRA DE FREITAS";"PEDRO FREITAS";26;0,07;"Válido";"Suplente";"PDT";"PDT"
"ACARAÚ";"Vereador            ";"25144";"ANA RITA MATIAS PAULA";"ANA RITA";24;0,07;"Válido";"Suplente";"DEM";"DEM"
"ACARAÚ";"Vereador            ";"13688";"MIGUEL CARVALHO NETO";"NETAO DO POVO";23;0,06;"Válido";"Suplente";"PT";"PT"
"ACARAÚ";"Vereador            ";"40678";"JOANA LOPES DA SILVA";"JOANA SILVA";18;0,05;"Válido";"Suplente";"PSB";"PSB"
"ACARAÚ";"Vereador            ";"40999";"INÁCIA OSMARINA PARENTE VASCONCELOS";"INÁCIA PARENTE";17;0,05;"Válido";"Suplente";"PSB";"PSB"
"ACARAÚ";"Vereador            ";"25455";"MANOEL CORACI BRAGA";"LOURO ELETRICISTA";16;0,04;"Válido";"Suplente";"DEM";"DEM"
"ACARAÚ";"Vereador            ";"40765";"JOSÉ AIRTON DO NASCIMENTO FILHO";"AIRTON FILHO";16;0,04;"Válido";"Suplente";"PSB";"PSB"
"ACARAÚ";"Vereador            ";"13777";"FRANCISCO DE JESUS RODRIGUES DA COSTA";"JACK CHAN";15;0,04;"Válido";"Suplente";"PT";"PT"
"ACARAÚ";"Vereador            ";"25666";"MARIA DO SOCORRO OLIVEIRA";"SOCORRO DO BURITI";14;0,04;"Válido";"Suplente";"DEM";"DEM"
"ACARAÚ";"Vereador            ";"40124";"CÉLIO DOMINGUES DE SOUSA";"CÉLIO DAS ALMECEGAS";9;0,03;"Válido";"Suplente";"PSB";"PSB"
"ACARAÚ";"Vereador            ";"40888";"JOSÉ ROBERTO DE SOUSA";"ROBERTO SOUSA";8;0,02;"Válido";"Suplente";"PSB";"PSB"
"ACARAÚ";"Vereador            ";"43143";"OSANA CELIA ANDRADE";"OSANA CELIA ANDRADE";4; ;"Nulo técnico";"Não eleito";"PV";"PV"
"ACARAÚ";"Vereador            ";"43343";"SANDRA CELIA SILVA";"SANDRA CELIA SILVA";4; ;"Nulo técnico";"Não eleito";"PV";"PV"
"ACARAÚ";"Vereador            ";"40800";"MARIA NAILDA DE PAULO NASCIMENTO";"NAILDA NASCIMENTO";2; ;"Nulo técnico";"Não eleito";"PSB";"PSB"
"ACARAÚ";"Vereador            ";"25950";"SILVIANE ALVES LINHARES";"SILVIANE LINHARES";1;0,00;"Válido";"Suplente";"DEM";"DEM"
"ACARAÚ";"Vereador            ";"40855";"MARIA DE FATIMA VASCONCELOS";"MARIA DE FATIMA VASCONCELOS";0;0,00;"Válido";"Suplente";"PSB";"PSB"
"ACARAÚ";"Vereador            ";"40848";"MARIA LIZETE DO NASCIMENTO";"MARIA LIZETE";0;0,00;"Válido";"Suplente";"PSB";"PSB"
"ACARAÚ";"Vereador            ";"25825";"ZILDA ALVES DE MIRANDA";"ZILDA ALVES";0;0,00;"Válido";"Suplente";"DEM";"DEM"
"ACARAÚ";"Vereador            ";"43243";"FRANCISCO JOSE DE ARAUJO";"FRANCISCO JOSE DE ARAUJO";0; ;"Nulo técnico";"Não eleito";"PV";"PV"
"ACOPIARA";"Prefeito            ";"15";"ANTÔNIO ALMEIDA NETO";"ANTÔNIO ALMEIDA";15.864;50,71;"Válido";"Eleito";"MDB";"PL / MDB / PSD / PT / PP / PTB / PC do B"
"ACOPIARA";"Vice-Prefeito       ";"15";"ANA PATRICIA DE LIMA BARBOSA";"ANA PATRICIA"; ; ;" ";"Eleito";"MDB";"PL / MDB / PSD / PT / PP / PTB / PC do B"
"ACOPIARA";"Prefeito            ";"12";"FRANCISCO VILMAR FELIX MARTINS";"DR VILMAR";15.419;49,29;"Válido";"Não eleito";"PDT";"PDT / DEM / PSB / PSDB"
"ACOPIARA";"Vice-Prefeito       ";"12";"JOSEFA MARLI DO NASCIMENTO ALMEIDA";"MARLI DO NASCIMENTO"; ; ;" ";"Não eleito";"PSB";"PDT / DEM / PSB / PSDB"
"ACOPIARA";"Vereador            ";"12345";"ANTONIA RODRIGUES DA SILVA TEIXEIRA";"MARILAK TEIXEIRA";1.943;6,25;"Válido";"Eleito por QP";"PDT";"PDT"
"ACOPIARA";"Vereador            ";"12000";"JEFFESON KONT ALVES MOREIRA";"JEFFIM DO MOREIRAO";1.677;5,39;"Válido";"Eleito por QP";"PDT";"PDT"
"ACOPIARA";"Vereador            ";"12677";"MARIA SIMONE FELIX GURGEL VIEIRA";"SIMONE FELIX";1.610;5,18;"Válido";"Eleito por QP";"PDT";"PDT"
"ACOPIARA";"Vereador            ";"12789";"GIOVANNA MARIA DE OLIVEIRA MOREIRA";"GIOVANNA MOREIRA";1.521;4,89;"Válido";"Eleito por QP";"PDT";"PDT"
"ACOPIARA";"Vereador            ";"15789";"DENIS RODRIGUES BASTOS";"DENIS BASTOS";1.427;4,59;"Válido";"Eleito por QP";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"15333";"RICARDO DE ARAUJO COSTA";"RICARDO COSTA";1.411;4,54;"Válido";"Eleito por QP";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"15147";"FRANCISCO SILVA CAVALCANTE";"MUNDOCA";1.299;4,18;"Válido";"Eleito por QP";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"12222";"ROBERVALDO VIEIRA DE FREITAS";"MANINHO DOS FRANGOS";1.265;4,07;"Válido";"Eleito por QP";"PDT";"PDT"
"ACOPIARA";"Vereador            ";"15555";"MARCELO AUGUSTO DE LIMA BARBOSA";"MARCELO BARBOSA";1.192;3,83;"Válido";"Eleito por QP";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"12456";"JOSÉ ESTÊNIO COSTA";"ZÉ ESTENIO";1.168;3,76;"Válido";"Eleito por média";"PDT";"PDT"
"ACOPIARA";"Vereador            ";"15888";"ELIAS NEVES NETO";"ELIAS MANDÚ";1.104;3,55;"Válido";"Eleito por QP";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"15123";"FRANCISCO REGIOS PEREIRA NETO";"DR. RÉGIOS";1.055;3,39;"Válido";"Eleito por média";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"12333";"FRANCISCO IVAMAR CLARES BEZERRA";"IVO BEZERRA";1.012;3,26;"Válido";"Suplente";"PDT";"PDT"
"ACOPIARA";"Vereador            ";"14555";"DARIO FELIPE DE MELO";"DARIO FELIPE";968;3,11;"Válido";"Eleito por QP";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"15222";"MARIA ELIZANGELA DE CARVALHO";"ELIZÂNGELA CARVALHO";914;2,94;"Válido";"Suplente";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"13333";"GLEIRTON DIAS FIGUEREDO";"GLEIRTON DIAS";765;2,46;"Válido";"Eleito por QP";"PT";"PT"
"ACOPIARA";"Vereador            ";"14888";"GERALDO MARTINS DA SILVA";"BAIANO CONSTRUTOR";756;2,43;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"14999";"EDNARDO BANDEIRA DE ALMEIDA";"EDNARDO ALMEIDA";741;2,38;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"13000";"CHARLES MOREIRA DE QUEIROZ";"CHARLES MOREIRA";740;2,38;"Válido";"Suplente";"PT";"PT"
"ACOPIARA";"Vereador            ";"25123";"RIVALDO FREITAS DE LIMA";"BILL";698;2,25;"Válido";"Eleito por média";"DEM";"DEM"
"ACOPIARA";"Vereador            ";"15699";"CICERO TEIXEIRA DE OLIVEIRA";"CICINHO DE OTAVIANO";682;2,19;"Válido";"Suplente";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"45678";"SHEILA REGINA ALBUQUERQUE DINIZ";"SHEILA DINIZ";616;1,98;"Válido";"Não eleito";"PSDB";"PSDB"
"ACOPIARA";"Vereador            ";"45123";"GARIBALDE UCHÔA DE ALBUQUERQUE";"GARIBALDE UCHÔA";606;1,95;"Válido";"Não eleito";"PSDB";"PSDB"
"ACOPIARA";"Vereador            ";"15678";"EDUARDO GURGEL DO VALE";"EDUARDO GASPAR";600;1,93;"Válido";"Suplente";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"15666";"FRANCISCO ROGERIO GURGEL BARROSO";"DR ROGÉRIO";548;1,76;"Válido";"Suplente";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"14222";"MARCILIO BATISTA DE CARVALHO";"MARCILIO CARVALHO";355;1,14;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"13200";"FRANCISCO LEUDICLÊ ALVES DA SILVA";"LEUDICLÊ ALVES";353;1,14;"Válido";"Suplente";"PT";"PT"
"ACOPIARA";"Vereador            ";"13222";"REGINA MARIA DE ARAÚJO";"REGINA ARAÚJO";265;0,85;"Válido";"Suplente";"PT";"PT"
"ACOPIARA";"Vereador            ";"25333";"ANTÔNIO CARLOS MEDEIROS DE SOUZA";"NANOVA DO BOM NOME";237;0,76;"Válido";"Suplente";"DEM";"DEM"
"ACOPIARA";"Vereador            ";"25678";"MARIA IDERLÂNDIA FERREIRA LIMA";"MAIDÊ FERREIRA";184;0,59;"Válido";"Suplente";"DEM";"DEM"
"ACOPIARA";"Vereador            ";"14444";"JÉSSICA OLIVEIRA HIGINO";"JÉSSICA OLIVEIRA";181;0,58;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"25789";"ELIZANGELA FREITAS DE OLIVEIRA DIAS";"ELIZANGELA FREITAS";161;0,52;"Válido";"Suplente";"DEM";"DEM"
"ACOPIARA";"Vereador            ";"25999";"ERMAURO MOREIRA DE CRISPIM";"ERMAURO CRISPIM";138;0,44;"Válido";"Suplente";"DEM";"DEM"
"ACOPIARA";"Vereador            ";"25888";"FRANCISCO ARRUDA ALVES";"CHICO ARRUDA";126;0,41;"Válido";"Suplente";"DEM";"DEM"
"ACOPIARA";"Vereador            ";"14333";"FRANCISCO ALVES BATISTA";"CATITA";115;0,37;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"14789";"CICERO ALVES BRILHANTE";"CICERO BRILHANTE";103;0,33;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"25222";"FRANCISCO ANTONIO ALVES DA SILVA";"TOTONHO LANCHES";98;0,32;"Válido";"Suplente";"DEM";"DEM"
"ACOPIARA";"Vereador            ";"14000";"FRANCISCO WILSON NOCRATO HOLANDA FILHO";"WILSON FILHO";85;0,27;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"25567";"DALMO DALLARY MENDONÇA CAVALCANTE";"DALMO DALLARY";79;0,25;"Válido";"Suplente";"DEM";"DEM"
"ACOPIARA";"Vereador            ";"25000";"EBERT OLINDA CAVALCANTE";"BETO DA AMBULÂNCIA";74;0,24;"Válido";"Suplente";"DEM";"DEM"
"ACOPIARA";"Vereador            ";"45000";"MARIA NEUDA UCHÔA";"NEUDA UCHÔA";67;0,22;"Válido";"Não eleito";"PSDB";"PSDB"
"ACOPIARA";"Vereador            ";"45567";"MARIA GUEDES MOREIRA";"THAYNARA GUEDES";39;0,13;"Válido";"Não eleito";"PSDB";"PSDB"
"ACOPIARA";"Vereador            ";"45300";"ALZENOR ROSA DA SILVA";"ALZENOR ROSA";34;0,11;"Válido";"Não eleito";"PSDB";"PSDB"
"ACOPIARA";"Vereador            ";"14111";"CICERA ROSANA BARROS";"ROSANA BARROS";31;0,10;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"22123";"MILENA MARIA PONTES DE SOUZA";"TIA MILENA";26;0,08;"Válido";"Não eleito";"PL";"PL"
"ACOPIARA";"Vereador            ";"15456";"FRANCISCO SALVIANO DA SILVA";"CHICO SALVIANO";17;0,05;"Válido";"Suplente";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"45666";"CÍCERO SAMPAIO DE BRITO";"CICERO SAMPAIO";16;0,05;"Válido";"Não eleito";"PSDB";"PSDB"
"ACOPIARA";"Vereador            ";"15000";"ARYTHUZA ALBUQUERQUE DE MACEDO";"ARYTHUZA ALBUQUERQUE";16;0,05;"Válido";"Suplente";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"22777";"MARLON RYTLON MATOS ALMEIDA";"MARLON MATOS";11;0,04;"Válido";"Não eleito";"PL";"PL"
"ACOPIARA";"Vereador            ";"14777";"CLAUDIO ARAGÃO DA SILVA";"ARAGÃO";10;0,03;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"15999";"IRINETE DA SILVA BARROS";"NETINHA";8;0,03;"Válido";"Suplente";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"15321";"FRANCISCA ANDRIELA DA SILVA SOUZA";"ANDRIELA SOUZA";6;0,02;"Válido";"Suplente";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"14231";"ANTONIA ALVES MACEDO";"MARCIA ALVES";6;0,02;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"13444";"MARIA LUIZA DE SOUSA LIMA";"MARIA LUIZA";5;0,02;"Válido";"Suplente";"PT";"PT"
"ACOPIARA";"Vereador            ";"13123";"ANTONIO CARLOS RIBEIRO DA SILVA";"CARLOS RIBEIRO";4;0,01;"Válido";"Suplente";"PT";"PT"
"ACOPIARA";"Vereador            ";"14573";"ANTONIA ERIVANDA DE MACEDO SILVA MATIAS";"ERIVANDA DE MACEDO";3;0,01;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"14400";"SAMUEL GOMES DE MELO";"SAMUEL DUTRA";3;0,01;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"15115";"JULIANA FEITOSA DE SOUSA";"JULIANA FEITOSA";3;0,01;"Válido";"Suplente";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"14123";"MARIA AUDENIRA VIEIRA DA SILVA";"ALDINHA VIEIRA";1;0,00;"Válido";"Suplente";"PTB";"PTB"
"ACOPIARA";"Vereador            ";"15111";"ROBSON ALVES DE ALMEIDA DINIZ";"ROBINHO ALMEIDA";1; ;"Nulo técnico";"Não eleito";"MDB";"MDB"
"ACOPIARA";"Vereador            ";"25456";"MARIA ALVES DA SILVA";"MARIA ALVES";1;0,00;"Válido";"Suplente";"DEM";"DEM"
"AIUABA";"Prefeito            ";"55";"RAMILSON ARAUJO MORAES";"RAMILSON MORAES";6.153;73,18;"Válido";"Eleito";"PSD";"PSD"
"AIUABA";"Vice-Prefeito       ";"55";"MARINEZ ALVES DE SALES MORAES";"MARINEZ SALES"; ; ;" ";"Eleito";"PSD";"PSD"
"AIUABA";"Prefeito            ";"40";"JOSE VICTOR RIBEIRO DE SOUSA";"VITOR DO VALMIR";2.255;26,82;"Válido";"Não eleito";"PSB";"PSB / PT"
"AIUABA";"Vice-Prefeito       ";"40";"JOSÉ GARCIA DE OLIVEIRA";"GRASSO"; ; ;" ";"Não eleito";"PT";"PSB / PT"
"AIUABA";"Vereador            ";"55236";"FRANCISCA CLEIDE PEREIRA DE MORAES";"CLEIDE PEREIRA";688;8,06;"Válido";"Eleito por QP";"PSD";"PSD"
"AIUABA";"Vereador            ";"55567";"FRANCISCO RIGOBERTO DE SOUSA";"RIGOBERTO";681;7,97;"Válido";"Eleito por QP";"PSD";"PSD"
"AIUABA";"Vereador            ";"55678";"JOÃO NERICE DE OLIVEIRA";"JOAO NERICE";663;7,76;"Válido";"Eleito por QP";"PSD";"PSD"
"AIUABA";"Vereador            ";"55777";"GUSTAVO DE CASTRO ALENCAR NETO";"GUSTAVO NETO";593;6,94;"Válido";"Eleito por QP";"PSD";"PSD"
"AIUABA";"Vereador            ";"55555";"FRANCISCA SUERLE GOES OLIVEIRA";"SUERLE DO EMANUEL";578;6,77;"Válido";"Eleito por QP";"PSD";"PSD"
"AIUABA";"Vereador            ";"55333";"BENTO FEITOSA LEITE";"BENTO FEITOSA";530;6,21;"Válido";"Eleito por QP";"PSD";"PSD"
"AIUABA";"Vereador            ";"40888";"EDUARDO ARAUJO ANDRADE";"DUDU DO CLISANTO";510;5,97;"Válido";"Eleito por QP";"PSB";"PSB"
"AIUABA";"Vereador            ";"40649";"FRANCISCO JACILDO DE CASTRO FEITOSA";"JACILDO";490;5,74;"Válido";"Eleito por QP";"PSB";"PSB"
"AIUABA";"Vereador            ";"55888";"ANTONIO DEMONTIER VANDERLEY ANACLETO";"DEMONTIER";419;4,91;"Válido";"Eleito por QP";"PSD";"PSD"
"AIUABA";"Vereador            ";"40333";"CHRISTIANO AZEVEDO FEITOSA FERRO";"CRISTIANO FEITOSA";419;4,91;"Válido";"Suplente";"PSB";"PSB"
"AIUABA";"Vereador            ";"55111";"FRANCISCO DEMONTIER XAVIER";"DEMONTIER DA LAGOA DO ROCHA";337;3,95;"Válido";"Eleito por QP";"PSD";"PSD"
"AIUABA";"Vereador            ";"55100";"ANTONIO FRANCIVAL BATISTA SOUSA";"TOTONHO";271;3,17;"Válido";"Eleito por média";"PSD";"PSD"
"AIUABA";"Vereador            ";"55666";"FRANCISCO TAVARES ARRAES";"ALAÉRCIO";271;3,17;"Válido";"Suplente";"PSD";"PSD"
"AIUABA";"Vereador            ";"55000";"FRANCISCO JOAQUIM SOUSA ALMEIDA";"NETO DO ALONSON";248;2,90;"Válido";"Suplente";"PSD";"PSD"
"AIUABA";"Vereador            ";"55123";"KHALIL ANDRADE SANTOS";"KHALIL";233;2,73;"Válido";"Suplente";"PSD";"PSD"
"AIUABA";"Vereador            ";"55444";"IDERLANDIA FERREIRA CALDAS ARRAES";"IDERLANDIA DO AGÁ";230;2,69;"Válido";"Suplente";"PSD";"PSD"
"AIUABA";"Vereador            ";"55222";"LUCIVANDA SOARES DE SOUSA SILVA";"POROCA";134;1,57;"Válido";"Suplente";"PSD";"PSD"
"AIUABA";"Vereador            ";"40111";"ROSANGELA FEITOSA RODRIGUES";"ROSANGELA FEITOSA";131;1,53;"Válido";"Suplente";"PSB";"PSB"
"AIUABA";"Vereador            ";"55147";"ANTONIO LASENILDO DE OLIVEIRA GOMES";"LASENILDO";130;1,52;"Válido";"Suplente";"PSD";"PSD"
"AIUABA";"Vereador            ";"40222";"VITÓRIA MARIA NAZARÉ RIBEIRO DE SOUSA";"VITORIA DO VALMIR";123;1,44;"Válido";"Suplente";"PSB";"PSB"
"AIUABA";"Vereador            ";"40000";"ANTONIO LAURILANDIO PEREIRA";"LAURILANDIO";93;1,09;"Válido";"Suplente";"PSB";"PSB"
"AIUABA";"Vereador            ";"40789";"FRANCISCO RUBERLANDIO SOUSA";"RUBENS";90;1,05;"Válido";"Suplente";"PSB";"PSB"
"AIUABA";"Vereador            ";"40444";"LUIZA MARIA ALENCAR FEITOSA";"LUIZA";63;0,74;"Válido";"Suplente";"PSB";"PSB"
"AIUABA";"Vereador            ";"55999";"JACEANE ARRAES OLIVEIRA PAIVA";"JACEANE DO ZE PAIVA";44;0,52;"Válido";"Suplente";"PSD";"PSD"
"AIUABA";"Vereador            ";"40123";"FERNANDO CAVALCANTI BORGES";"FERNANDO BORGES";18;0,21;"Válido";"Suplente";"PSB";"PSB"
"ALCÂNTARAS";"Prefeito            ";"12";"JOAQUIM FREIRE CARVALHO";"JOAQUIM DO QUINCA";5.251;74,20;"Válido";"Eleito";"PDT";"PDT / PT"
"ALCÂNTARAS";"Vice-Prefeito       ";"12";"JOAQUIM BENICIO FILHO";"BENICIO"; ; ;" ";"Eleito";"PT";"PDT / PT"
"ALCÂNTARAS";"Prefeito            ";"55";"ANTONIO MARCOS XIMENES CARVALHO";"ANTONIO MARCOS";1.826;25,80;"Válido";"Não eleito";"PSD";"PSD / MDB"
"ALCÂNTARAS";"Vice-Prefeito       ";"55";"ANTONIA MARIA DE JESUS ALBUQUERQUE";"TOINHA SERGINO"; ; ;" ";"Não eleito";"PSD";"PSD / MDB"
"ALCÂNTARAS";"Vereador            ";"12999";"MANOEL FREIRE ALBUQUERQUE";"MANOEL ALBUQUERQUE";855;11,77;"Válido";"Eleito por QP";"PDT";"PDT"
"ALCÂNTARAS";"Vereador            ";"12555";"ANTONIO ROCHA FREIRE FILHO";"ANTONIO FILHO";719;9,90;"Anulado sub judice";"Não eleito";"PDT";"PDT"
"ALCÂNTARAS";"Vereador            ";"12000";"FRANCISCO ALEXANDRE ALVES MONTEIRO";"ALEXANDRE DO BONFIM";583;8,02;"Válido";"Eleito por QP";"PDT";"PDT"
"ALCÂNTARAS";"Vereador            ";"12111";"ANTONIO AIRTON ALBUQUERQUE";"AIRTON DA CARMOLANDIA";567;7,80;"Válido";"Eleito por QP";"PDT";"PDT"
"ALCÂNTARAS";"Vereador            ";"55555";"ANTONIO ARTEIRO XIMENES FILHO";"JUNIOR BALEIA";533;7,34;"Válido";"Eleito por QP";"PSD";"PSD"
"ALCÂNTARAS";"Vereador            ";"12678";"JOSE CUNHA FREIRE";"ZÉ DO JOAO LUIZ";518;7,13;"Válido";"Eleito por QP";"PDT";"PDT"
"ALCÂNTARAS";"Vereador            ";"12222";"ANTONIO DARTAGNAN MACHADO FONTELES";"DARTANHAN FONTELES";496;6,83;"Válido";"Eleito por QP";"PDT";"PDT"
"ALCÂNTARAS";"Vereador            ";"13333";"JUTELEIFER LEITAO FERREIRA";"TELEIFÃO";425;5,85;"Válido";"Não eleito";"PT";"PT"
"ALCÂNTARAS";"Vereador            ";"15000";"JOSÉ MAURÍCIO CARVALHO";"ZÉ MAURÍCIO";411;5,66;"Válido";"Eleito por QP";"MDB";"MDB"
"ALCÂNTARAS";"Vereador            ";"12333";"JOHN OLIVEIRA ALBUQUERQUE";"JOHN DE VENTURA";394;5,42;"Válido";"Eleito por média";"PDT";"PDT"
"ALCÂNTARAS";"Vereador            ";"15555";"CLEUVILANDIA MENEZES COSTA MACHADO";"CLEUVILANDIA";345;4,75;"Válido";"Suplente";"MDB";"MDB"
"ALCÂNTARAS";"Vereador            ";"55234";"KATIANE COSTA GOMES CARVALHO";"KATIANE MANDUCA";311;4,28;"Válido";"Suplente";"PSD";"PSD"
"ALCÂNTARAS";"Vereador            ";"12444";"GERLANDIA MARIA LOPES";"GIRLANDIA SERGINO";157;2,16;"Válido";"Eleito por média";"PDT";"PDT"
"ALCÂNTARAS";"Vereador            ";"50123";"ANA GLÁUCIA FREIRE ARAGÃO BARROS";"GLÁUCIA FREIRE";157;2,16;"Válido";"Não eleito";"PSOL";"PSOL"
"ALCÂNTARAS";"Vereador            ";"50000";"FRANCISCO CHARLYS MOREIRA DE MENEZES";"CHARLYS MENEZES";113;1,56;"Válido";"Não eleito";"PSOL";"PSOL"
"ALCÂNTARAS";"Vereador            ";"12345";"KARLENIELE MUNIZ MOREIRA MARTINS";"PROFESSORA KARLENIELE";99;1,36;"Válido";"Suplente";"PDT";"PDT"
"ALCÂNTARAS";"Vereador            ";"55123";"ONOFRE ALVES DA COSTA";"ONOFRE PAPAI";68;0,94;"Válido";"Suplente";"PSD";"PSD"
"ALCÂNTARAS";"Vereador            ";"55222";"FRANCISCO GALVAO DA SILVA";"GUAXINIM";27;0,37;"Válido";"Suplente";"PSD";"PSD"
"ALCÂNTARAS";"Vereador            ";"13123";"DOROTEIA ANDRADE SILVA";"DOROTEIA ANDRADE";26;0,36;"Válido";"Não eleito";"PT";"PT"
"ALCÂNTARAS";"Vereador            ";"15123";"VLEUTON PEREIRA SALES";"PROFESSOR VLEUTON SALES";22;0,30;"Válido";"Suplente";"MDB";"MDB"
"ALCÂNTARAS";"Vereador            ";"15001";"ANTONIO ORISVALDO NEVES SILVA";"RAL DA VENTURA";12;0,17;"Válido";"Suplente";"MDB";"MDB"
"ALCÂNTARAS";"Vereador            ";"15111";"FRANCISCO ROBERTO FREIRE CARVALHO";"BETO CIDADANIA";10;0,14;"Válido";"Suplente";"MDB";"MDB"
"ALCÂNTARAS";"Vereador            ";"55777";"RICARDO BATISTA DE ARAUJO";"RICARDO BATISTA";10;0,14;"Válido";"Suplente";"PSD";"PSD"
"ALCÂNTARAS";"Vereador            ";"15444";"ANA PAULA MACÁRIO DE SOUSA";"PAULINHA DA FUNERÁRIA";10;0,14;"Válido";"Suplente";"MDB";"MDB"
"ALCÂNTARAS";"Vereador            ";"15115";"FRANCISCO ANTONIO SOARES DOS SANTOS";"FRANCISCO 'LUCIANO PALHAÇO'";7;0,10;"Válido";"Suplente";"MDB";"MDB"
"ALCÂNTARAS";"Vereador            ";"15777";"FÁBIO FERREIRA DA SILVA";"FÁBIO DO NORTE";7;0,10;"Válido";"Suplente";"MDB";"MDB"
"ALCÂNTARAS";"Vereador            ";"55333";"JULIO ALVES DO NASCIMENTO";"JULIO NETO DO ZE MESSIAS";5;0,07;"Válido";"Suplente";"PSD";"PSD"
"ALCÂNTARAS";"Vereador            ";"15145";"RENATO LIMA DE SOUSA";"RENATO LIMA";5;0,07;"Válido";"Suplente";"MDB";"MDB"
"ALCÂNTARAS";"Vereador            ";"55888";"BENEDITA ARAUJO DO NASCIMENTO";"BENÉ ARAUJO";5;0,07;"Válido";"Suplente";"PSD";"PSD"
